LongF,LatF,LongG,LatG,preposition,locatumdesgroup,relatumdescgroup,Euclid Distance,DirectionModified
530751.7405,180815.6968,530792.182,180522.3393,next to,buildings,roads tracks and paths,296.0092962,173.6256727
530647.6707,179961.4559,530570.5216,180249.6831,close to,general surface,rail,298.2171634,346.4879438
530322.8606,180877.5803,530077.927,180705.9622,by,roads tracks and paths,roads tracks and paths,298.4222567,236.4509322
530344.2959,180450.2486,530570.5216,180249.6831,on,roadside,rail,301.7926315,133.028521
530304.8524,179998.5945,530607.6082,179990.8062,towards,structure,structure,301.9530922,92.94161417
530344.2959,180450.2486,530650.9332,180426.2638,across,roadside,tidal water,306.6621644,95.94116701
530978.5115,181040.0003,530707.6395,180892.6101,beyond,buildings,roads tracks and paths,307.6205751,242.9237953
530538.81,180237.0441,530285.4699,180416.4775,in,roads tracks and paths,buildings,309.8072572,306.7802018
530427.0737,181027.1563,530707.6395,180892.6101,over,roads tracks and paths,roads tracks and paths,310.3949668,117.0906773
530268.624,180327.2467,530570.5216,180249.6831,across,roads tracks and paths,rail,310.8301366,105.8769744
530115.2521,180143.7809,530010.2146,180442.5553,towards,roads tracks and paths,general surface,316.499291,342.0973063
530115.2521,180143.7809,530010.2146,180442.5553,towards,roads tracks and paths,general surface,316.499291,342.0973063
530115.2521,180143.7809,530010.2146,180442.5553,towards,roads tracks and paths,general surface,316.499291,342.0973063
530322.8606,180877.5803,530577.6865,181075.7785,by,roads tracks and paths,roads tracks and paths,322.1629755,53.59368001
530423.0629,180194.3056,530650.9332,180426.2638,on,buildings,tidal water,324.6008788,45.96049252
530423.0629,180194.3056,530650.9332,180426.2638,on,buildings,tidal water,324.6008788,45.96049252
530423.0629,180194.3056,530650.9332,180426.2638,on,buildings,tidal water,324.6008788,45.96049252
530423.0629,180194.3056,530650.9332,180426.2638,on,buildings,tidal water,324.6008788,45.96049252
530423.0629,180194.3056,530650.9332,180426.2638,over,buildings,tidal water,324.6008788,45.96049252
530570.5216,180249.6831,530285.4699,180416.4775,alongside,rail,buildings,329.5141214,301.8050837
530570.5216,180249.6831,530285.4699,180416.4775,at,rail,buildings,329.5141214,301.8050837
530647.6707,179961.4559,530561.1933,180281.6222,beside,land,roads tracks and paths,331.4642356,346.3578075
530071.0603,180112.7793,530010.2146,180442.5553,off,buildings,general surface,335.1910804,351.0127248
530478.2907,180644.138,530792.182,180522.3393,over,buildings,structure,335.8150143,112.6784419
530478.2907,180644.138,530707.6395,180892.6101,at,buildings,roads tracks and paths,337.5862948,44.17898358
530570.5216,180249.6831,530338.3871,179996.2518,over,rail,roads tracks and paths,343.1170023,223.9601883
530320.0973,180340.5868,530338.3871,179996.2518,on,buildings,roads tracks and paths,344.6880216,178.4287048
530792.182,180522.3393,530570.5216,180249.6831,along,roads tracks and paths,rail,350.8693501,220.5841711
530792.182,180522.3393,530570.5216,180249.6831,towards,roads tracks and paths,rail,350.8693501,220.5841711
530355.5405,179969.0968,530570.5216,180249.6831,near,roads tracks and paths,rail,352.9808489,38.92797597
530381.7646,180740.4277,530707.6395,180892.6101,on,roads tracks and paths,roads tracks and paths,358.7338029,66.43707453
530347.4761,180232.5959,530650.9332,180426.2638,beyond,land,tidal water,359.1674381,58.92263339
530285.4699,180416.4775,530650.9332,180426.2638,over,buildings,tidal water,364.5007456,89.93413334
530376.3468,180734.887,530707.6395,180892.6101,on,buildings,roads tracks and paths,365.9844848,66.0109849
530372.1412,180178.7952,530650.9332,180426.2638,along,roads tracks and paths,tidal water,372.074016,49.875394
530650.9332,180426.2638,530372.1412,180178.7952,at,tidal water,roads tracks and paths,372.074016,229.878608
530707.6395,180892.6101,530792.182,180522.3393,opposite,roads tracks and paths,roads tracks and paths,379.6145572,168.612579
531002.9351,181157.7695,530707.6395,180892.6101,on,buildings,roads tracks and paths,396.1263008,229.5541455
530647.6707,179961.4559,530726.7109,180353.4838,close to,general surface,buildings,399.7138281,12.87191514
530340.1765,180712.9183,530707.6395,180892.6101,in,buildings,roads tracks and paths,408.0103846,65.41011031
530331.8548,180162.8722,530650.9332,180426.2638,near,general surface,tidal water,412.9228651,51.92976743
530428.8678,180557.6972,530707.6395,180892.6101,beyond,roads tracks and paths,roads tracks and paths,435.0962099,41.24330434
530607.6082,179990.8062,530650.9332,180426.2638,across,structure,tidal water,437.4238874,7.154220778
530607.6082,179990.8062,530650.9332,180426.2638,across,structure,tidal water,437.4238874,7.154220778
530650.9332,180426.2638,530607.6082,179990.8062,at,tidal water,structure,437.4238874,187.1548353
530650.9332,180426.2638,530607.6082,179990.8062,near,tidal water,structure,437.4238874,187.1548353
530355.5405,179969.0968,530285.4699,180416.4775,near,roads tracks and paths,buildings,452.6411178,352.5681453
530328.9187,180440.6566,530300.5991,179987.3222,outside,roads tracks and paths,land,454.037341,185.0441325
530413.0558,180439.609,530300.5991,179987.3222,in,buildings,general surface,465.7965582,195.4332473
530649.4544,180968.883,530792.182,180522.3393,opposite,roads tracks and paths,roads tracks and paths,468.5228261,163.7480793
531268.2377,180531.1513,530792.182,180522.3393,next to,buildings,roads tracks and paths,474.7128623,270.4187192
531268.2377,180531.1513,530792.182,180522.3393,adjacent to,roads tracks and paths,roads tracks and paths,474.7128623,270.4187192
530322.3817,180611.003,530707.6395,180892.6101,on,buildings,roads tracks and paths,476.1869454,55.30356521
530280.3299,180641.1517,530707.6395,180892.6101,on,buildings,roads tracks and paths,494.6319491,60.9929
530792.182,180522.3393,530698.3664,180017.5665,next to,roads tracks and paths,roads tracks and paths,513.1636718,192.0032628
530326.11,180500.9647,530300.5991,179987.3222,towards,roads tracks and paths,land,514.0729327,184.3128678
530792.182,180522.3393,530285.4699,180416.4775,next to,roads tracks and paths,roads tracks and paths,516.1482562,259.6734089
530799.8342,179998.44,530792.182,180522.3393,beyond,structure,roads tracks and paths,523.7544632,0.637859059
530338.3871,179996.2518,530650.9332,180426.2638,alongside,roads tracks and paths,tidal water,530.885136,37.47977672
530338.3871,179996.2518,530650.9332,180426.2638,beside,roads tracks and paths,tidal water,530.885136,37.47977672
530650.9332,180426.2638,530338.3871,179996.2518,alongside,tidal water,roads tracks and paths,530.885136,217.4834239
530338.3871,179996.2518,530650.9332,180426.2638,on,roads tracks and paths,tidal water,530.885136,37.47977672
530607.6082,179990.8062,530285.4699,180416.4775,towards,structure,buildings,533.1446393,324.3547122
530338.3871,179996.2518,530464.1496,180514.8031,in,roads tracks and paths,land,533.2874883,15.10190319
530459.5641,180497.2359,530300.5991,179987.3222,in,structure,general surface,533.7731922,198.785622
530459.5641,180497.2359,530300.5991,179987.3222,in,structure,general surface,533.7731922,198.785622
530440.416,180513.9726,530300.5991,179987.3222,in,structure,general surface,544.5775529,196.3387841
530221.7652,180643.3726,530707.6395,180892.6101,off,buildings,roads tracks and paths,544.7088399,64.31129623
530536.7631,180508.3937,530338.3871,179996.2518,on,structure,roads tracks and paths,548.8007916,202.6452546
530204.0338,180670.2173,530707.6395,180892.6101,along,roads tracks and paths,roads tracks and paths,549.0900873,67.64100834
530549.7465,180511.4336,530338.3871,179996.2518,on,structure,roads tracks and paths,556.4072945,203.7782482
530549.7465,180511.4336,530338.3871,179996.2518,on,structure,roads tracks and paths,556.4072945,203.7782482
530549.7465,180511.4336,530338.3871,179996.2518,on,structure,roads tracks and paths,556.4072945,203.7782482
530549.7465,180511.4336,530338.3871,179996.2518,on,structure,roads tracks and paths,556.4072945,203.7782482
530300.5991,179987.3222,530650.9332,180426.2638,alongside,land,tidal water,560.7926675,40.06304512
530792.182,180522.3393,530607.6082,179990.8062,towards,roads tracks and paths,structure,562.2728495,200.6239134
530607.6082,179990.8062,530792.182,180522.3393,beyond,structure,structure,562.2728495,20.62167901
530440.8222,180550.5581,530338.3871,179996.2518,past,roads tracks and paths,roads tracks and paths,563.4147373,191.9407521
530514.4904,180537.6925,530338.3871,179996.2518,on,structure,roads tracks and paths,568.9796749,199.4885258
530509.2934,180542.1613,530338.3871,179996.2518,on,structure,roads tracks and paths,571.6650907,198.8549454
530700.4249,180021.7254,530285.4699,180416.4775,on,structure,roads tracks and paths,571.7598855,315.0439961
530428.8678,180557.6972,530300.5991,179987.3222,near,roads tracks and paths,land,584.3086918,194.1446739
530495.1513,180564.3838,530300.5991,179987.3222,in,structure,general surface,608.559397,200.1023069
530495.1513,180564.3838,530300.5991,179987.3222,in,structure,land,608.559397,200.1023069
530609.564,180544.8595,530338.3871,179996.2518,on,buildings,roads tracks and paths,611.3946017,207.7755951
530650.9332,180426.2638,530076.6239,180152.2886,towards,tidal water,buildings,634.6889085,245.9686184
530707.6395,180892.6101,530285.4699,180416.4775,behind,roads tracks and paths,buildings,635.330455,223.0356741
530707.6395,180892.6101,530285.4699,180416.4775,outside,roads tracks and paths,buildings,635.330455,223.0356741
530544.4382,180606.9992,530300.5991,179987.3222,in,structure,land,665.4123418,202.9510513
530586.0855,180626.059,530338.3871,179996.2518,on,structure,tidal water,676.2429358,202.9415556
530549.8047,180664.9411,530300.5991,179987.3222,inside,buildings,general surface,721.4648028,201.6637373
530094.0967,180479.6244,530707.6395,180892.6101,at,buildings,general surface,737.9394589,57.52104093
530628.4367,180649.519,530300.5991,179987.3222,in,structure,general surface,738.2104862,207.8115857
530749.813,180674.384,530338.3871,179996.2518,on,structure,roads tracks and paths,792.2793627,212.7192764
530792.182,180522.3393,531650.9006,180696.3939,along,roads tracks and paths,rail,873.6298908,80.01560522
530996.1054,180838.0874,530338.3871,179996.2518,on,buildings,roads tracks and paths,1066.781382,219.4768157
530300.5991,179987.3222,531074.0592,180850.7438,on,general surface,roads tracks and paths,1157.341679,43.32271069
531371.7937,180856.6287,530338.3871,179996.2518,on,buildings,roads tracks and paths,1342.0211,231.7010796
530253.9792,180863.7576,532044.3878,181141.0587,towards,roads tracks and paths,buildings,1806.411699,82.66368989
532044.3878,181141.0587,530229.5377,180783.0791,beyond,buildings,roads tracks and paths,1844.4212,260.3296967
530779.0715,181380.428,530902.0948,181307.5565,close to,roads tracks and paths,buildings,142.6625592,122.1142644
530902.0948,181307.5565,530814.6269,181235.2389,at,buildings,roads tracks and paths,113.2661328,231.8921194
530988.9699,181327.4135,530992.9924,181317.7879,on,land,roads tracks and paths,10.42412073,158.7973005
530988.9699,181327.4135,530779.0715,181380.428,beyond,land,roads tracks and paths,215.8819484,285.6515264
530848.4645,181212.1871,530902.0948,181307.5565,near,buildings,buildings,109.299148,30.82597085
530932.6024,181022.462,530978.5115,181040.0003,outside,structure,buildings,49.0119431,70.56781307
530978.5115,181040.0003,530918.795,181078.4116,near,buildings,buildings,70.84850882,304.2271942
531555.9201,181126.4337,531648.4977,181087.3951,near,buildings,roads tracks and paths,100.2159563,114.3471396
531999.327,180908.0438,532055.6882,180882.6485,over,buildings,roads tracks and paths,61.66273358,115.7428706
531919.3564,180851.4509,532055.6882,180882.6485,along,roads tracks and paths,roads tracks and paths,139.4513232,78.59674246
532179.7599,180880.6972,532187.7372,180855.3677,past,land,roads tracks and paths,26.53995881,164.009974
532165.1019,180893.192,532230.7651,180865.6017,towards,roads tracks and paths,roads tracks and paths,71.04158538,114.2806978
532230.7651,180865.6017,532187.7372,180855.3677,along,roads tracks and paths,roads tracks and paths,44.10056336,258.1114468
532235.3202,180989.9157,532142.5723,180936.3173,towards,roads tracks and paths,roads tracks and paths,106.8647729,241.4673297
532407.8267,181034.5997,532414.8838,181052.836,on,buildings,roads tracks and paths,19.53883429,22.64743935
532202.8742,181270.4799,532186.5179,181308.1149,at,buildings,roads tracks and paths,41.00468008,338.0016262
532086.7668,181179.9269,532216.0714,181217.1658,beyond,land,roads tracks and paths,134.178544,75.4234567
532086.7668,181179.9269,532044.3878,181141.0587,outside,land,buildings,57.39728725,228.9635494
532044.3878,181141.0587,532095.7724,181071.9673,on,buildings,roads tracks and paths,85.99592315,144.850107
531860.7893,180965.7094,531855.9641,180980.758,outside,land,buildings,15.79363792,343.7083187
531999.327,180908.0438,531855.9641,180980.758,beyond,buildings,buildings,160.3602378,298.3819929
531932.7998,180812.1048,530650.9332,180426.2638,alongside,roads tracks and paths,tidal water,1334.917341,254.7349135
532052.2041,180661.5789,530650.9332,180426.2638,across,roads tracks and paths,tidal water,1416.712846,261.9552619
532364.1202,180607.1728,530650.9332,180426.2638,over,roads tracks and paths,tidal water,1717.583963,265.4635842
532364.1202,180607.1728,532052.2041,180661.5789,alongside,roads tracks and paths,roads tracks and paths,315.7089598,281.3862794
532812.9144,180514.1643,530650.9332,180426.2638,over,roads tracks and paths,tidal water,2157.287427,269.1684402
533026.5519,180598.9131,530650.9332,180426.2638,along,roads tracks and paths,tidal water,2374.763731,267.3424537
532700.37,180642.4398,532812.9144,180514.1643,towards,roads tracks and paths,roads tracks and paths,170.3980035,140.2337793
532416.1851,180766.9447,532364.1202,180607.1728,towards,roads tracks and paths,roads tracks and paths,167.9273792,199.5418973
533577.0401,180743.1102,533519.8998,180745.8098,next to,roads tracks and paths,land,57.03423047,274.212286
533492.6347,180815.1429,533519.8998,180745.8098,towards,roads tracks and paths,land,74.44774468,160.0380998
532700.37,180642.4398,530650.9332,180426.2638,along,roads tracks and paths,tidal water,2054.6705,265.4740865
531919.3564,180851.4509,531932.7998,180812.1048,alongside,roads tracks and paths,roads tracks and paths,41.55401825,162.6225403
532348.7773,180801.2496,532386.512,180854.4211,over,roads tracks and paths,buildings,65.11331227,36.85511822
531813.1029,180797.033,530650.9332,180426.2638,on,roads tracks and paths,tidal water,1216.481769,253.7910228
531932.7998,180812.1048,530338.3871,179996.2518,along,roads tracks and paths,roads tracks and paths,1786.55027,244.3881305
532267.6736,180986.9158,532244.0056,181028.7203,towards,roads tracks and paths,roads tracks and paths,47.99312076,331.9748093
532216.0714,181217.1658,532468.7321,181120.5111,around,roads tracks and paths,roads tracks and paths,269.8097752,112.4253291
532392.8022,181115.4858,532216.0714,181217.1658,by,roads tracks and paths,roads tracks and paths,203.4267929,301.406258
532086.7668,181179.9269,532155.4258,181144.0788,beside,land,buildings,77.26932005,119.0593947
532004.8934,180995.1702,532059.9588,181047.6476,by,roads tracks and paths,roads tracks and paths,75.92875253,47.86601443
532059.9588,181047.6476,532095.7724,181071.9673,alongside,roads tracks and paths,roads tracks and paths,43.19375513,57.30924382
532044.3878,181141.0587,532142.5723,180936.3173,beyond,buildings,roads tracks and paths,226.8796807,155.8689726
531882.8824,181028.7662,532059.9588,181047.6476,through,land,roads tracks and paths,177.5501047,85.399691
531902.9167,181005.9139,532059.9588,181047.6476,through,roads tracks and paths,roads tracks and paths,162.0295463,76.60390045
531726.064,181061.8487,531902.9167,181005.9139,beyond,land,roads tracks and paths,184.9826112,109.0359559
531747.9867,181139.9158,531783.5891,181153.4596,towards,roads tracks and paths,roads tracks and paths,37.98750734,70.65647981
531802.554,181170.8073,531783.5891,181153.4596,on,buildings,roads tracks and paths,25.65432853,229.0353493
531783.5891,181153.4596,531555.9201,181126.4337,beyond,buildings,roads tracks and paths,228.5862037,264.7152376
